date,price,wikipedia,google,new_topics,new_posts,new_members,new_users,tweets
2016-01-15,416.78,6402.0,2.3470933828076683,731,12215,1349,4173,31035.0
2016-01-16,380.95,5043.0,2.24721706864564,589,11154,1135,2439,28097.0
2016-01-17,381.85,5098.0,1.8477118119975262,643,11036,1210,8514,25408.0
2016-01-18,383.97,6754.0,1.8477118119975262,632,11346,1169,10339,29308.0
2016-01-19,384.97,6419.0,1.797773654916512,632,10696,1312,-3123,24617.0
2016-01-20,384.51,5912.0,1.997526283240569,610,11503,1137,9362,29720.0
2016-01-21,409.94,6119.0,1.8976499690785404,681,11878,1344,1691,29595.0
2016-01-22,406.89,5649.0,1.7478354978354977,702,11530,1223,2331,27533.0
2016-01-23,386.5,3563.0,1.5480828695114408,553,10016,985,5919,23029.0
2016-01-24,391.01,4104.0,1.5480828695114408,538,10659,1099,7706,22635.0
2016-01-25,400.44,5822.0,1.5480828695114408,620,10687,1392,6250,25172.0
2016-01-26,393.52,5316.0,1.598021026592455,666,10771,1547,7574,26057.0
2016-01-27,393.96,6208.0,1.5480828695114408,761,10586,2044,2056,28379.0
2016-01-28,392.71,7016.0,1.598021026592455,606,9865,1755,7354,26070.0
2016-01-29,381.27,6407.0,1.5480828695114408,648,10127,1582,-934,29331.0
2016-01-30,378.36,3855.0,1.3982683982683983,547,9476,1556,6905,25049.0
2016-01-31,378.5,3433.0,1.4981447124304268,646,9359,1222,10195,27728.0
2016-02-01,374.88,5163.0,1.5480828695114408,662,10003,1711,7526,29309.0
2016-02-02,373.13,5442.0,1.4482065553494126,662,10175,1511,6847,26458.0
2016-02-03,374.48,5195.0,1.4482065553494126,650,10647,1241,2016,27023.0
2016-02-04,373.58,5429.0,1.5480828695114408,647,10319,1430,10124,26103.0
2016-02-05,386.49,4215.0,1.3982683982683983,550,10271,1072,4710,26621.0
2016-02-06,384.98,3588.0,1.3982683982683983,550,10050,1893,8953,23929.0
2016-02-07,377.2,3915.0,1.3982683982683983,494,10486,1896,14443,24021.0
2016-02-08,376.51,4821.0,1.4482065553494126,574,10701,1308,3446,27363.0
2016-02-09,374.29,5237.0,1.4981447124304268,590,11277,1133,6712,25751.0
2016-02-10,375.99,5310.0,1.4981447124304268,604,11596,980,7800,28230.0
2016-02-11,380.99,5270.0,1.4981447124304268,667,11295,1197,6161,29630.0
2016-02-12,379.23,4998.0,1.4981447124304268,548,11353,3522,8741,28064.0
2016-02-13,385.62,3713.0,1.4981447124304268,518,10338,851,5665,25543.0
2016-02-14,394.46,4499.0,1.5480828695114408,426,10356,809,9611,25283.0
2016-02-15,404.94,5885.0,1.6978973407544835,432,10906,976,5527,27181.0
2016-02-16,403.65,6678.0,1.6479591836734693,486,11526,836,7115,27923.0
2016-02-17,409.41,6761.0,1.7478354978354977,580,11749,1244,7148,29153.0
2016-02-18,418.71,10747.0,1.997526283240569,641,11513,1280,7032,24986.0
2016-02-19,421.63,8628.0,1.6978973407544835,579,11517,1519,7282,27889.0
2016-02-20,423.68,5674.0,1.6978973407544835,470,11431,1068,4829,23050.0
2016-02-21,437.93,5578.0,1.6978973407544835,546,10976,1019,10711,25424.0
2016-02-22,439.65,6735.0,1.6479591836734693,558,11137,1135,10898,25239.0
2016-02-23,436.45,6589.0,1.6978973407544835,611,11148,1882,8837,28499.0
2016-02-24,423.36,6558.0,1.5480828695114408,572,11179,1217,6989,27169.0
2016-02-25,424.75,7309.0,1.6978973407544835,545,11515,2876,7757,28753.0
2016-02-26,424.8,5019.0,1.5480828695114408,681,11187,1408,8866,30726.0
2016-02-27,429.78,4209.0,1.4981447124304268,664,10421,1411,2199,24902.0
2016-02-28,432.82,3835.0,1.4981447124304268,520,10249,1030,6366,28161.0
2016-02-29,435.08,5861.0,1.4981447124304268,595,11053,981,12291,28270.0
2016-03-01,437.51,5912.0,1.6978973407544835,645,12144,1108,13291,25668.0
2016-03-02,434.55,5538.0,1.5480828695114408,651,11066,1161,4940,27957.0
2016-03-03,427.17,5671.0,1.6479591836734693,868,11479,1444,12410,31442.0
2016-03-04,420.8,4920.0,1.5480828695114408,956,10486,1512,4383,30294.0
2016-03-05,412.45,3749.0,1.598021026592455,859,10795,1478,6437,28045.0
2016-03-06,402.65,4456.0,1.4482065553494126,493,9535,900,8792,24747.0
2016-03-07,407.74,6525.0,1.6479591836734693,537,10278,660,7523,29486.0
2016-03-08,413.29,6062.0,1.5480828695114408,480,10377,565,5635,27850.0
2016-03-09,413.25,5417.0,1.4981447124304268,506,10511,549,5964,28142.0
2016-03-10,413.98,5209.0,1.4981447124304268,592,9843,706,11390,30719.0
2016-03-11,417.69,4874.0,1.4981447124304268,646,9713,801,11255,29704.0
2016-03-12,419.3,3425.0,1.3982683982683983,602,9386,772,10368,28068.0
2016-03-13,413.29,5576.0,1.4482065553494126,444,9570,478,11096,28299.0
2016-03-14,414.15,6463.0,1.5480828695114408,419,10234,348,11815,28751.0
2016-03-15,415.69,6283.0,1.598021026592455,620,10658,709,11183,30661.0
2016-03-16,416.77,5614.0,1.4482065553494126,656,11351,785,8738,33113.0
2016-03-17,417.92,5044.0,1.3982683982683983,701,11076,857,9772,30033.0
2016-03-18,418.18,4479.0,1.4482065553494126,651,11044,813,8994,25976.0
2016-03-19,409.92,3036.0,1.2983920841063696,524,10190,620,10002,27011.0
2016-03-20,409.34,3713.0,1.348330241187384,532,10575,566,11356,22064.0
2016-03-21,411.86,5469.0,1.4981447124304268,618,11520,738,9532,25353.0
2016-03-22,412.92,5382.0,1.5480828695114408,594,10045,654,11590,25184.0
2016-03-23,417.59,5134.0,1.4482065553494126,595,10811,599,14495,23845.0
2016-03-24,417.98,5413.0,1.4981447124304268,567,10256,679,7949,22710.0
2016-03-25,416.66,4016.0,1.3982683982683983,614,10242,693,10357,22593.0
2016-03-26,417.48,3064.0,1.348330241187384,644,10115,812,8416,20187.0
2016-03-27,418.81,3692.0,1.4482065553494126,535,9308,649,9056,19044.0
2016-03-28,424.96,5426.0,1.5480828695114408,660,9929,779,7570,23045.0
2016-03-29,422.26,5329.0,1.4981447124304268,708,11391,797,14806,31699.0
2016-03-30,416.09,5093.0,1.4981447124304268,699,11185,743,9304,35672.0
2016-03-31,414.15,5142.0,1.5480828695114408,771,12209,970,8624,24191.0
2016-04-01,416.24,4466.0,1.3982683982683983,629,11568,699,13329,24472.0
2016-04-02,417.55,3611.0,1.3982683982683983,447,10792,527,11474,21507.0
2016-04-03,419.67,3646.0,1.3982683982683983,435,11157,523,12675,21378.0
2016-04-04,419.65,5120.0,1.4981447124304268,538,11169,604,15480,24516.0
2016-04-05,420.1,5695.0,1.4981447124304268,538,11684,616,11173,26914.0
2016-04-06,422.4,5383.0,1.4981447124304268,533,11489,573,13311,23270.0
2016-04-07,422.05,5067.0,1.4981447124304268,536,12005,589,13682,23407.0
2016-04-08,421.8,5589.0,1.3982683982683983,527,11488,642,13315,24554.0
2016-04-09,419.27,3194.0,1.3982683982683983,513,10915,640,11396,19399.0
2016-04-10,418.68,3713.0,1.4482065553494126,487,10621,576,15055,19193.0
2016-04-11,421.14,5526.0,1.4981447124304268,545,11189,704,12458,23919.0
2016-04-12,423.21,5347.0,1.4981447124304268,582,13422,675,14839,23252.0
2016-04-13,425.64,5575.0,1.3982683982683983,571,12691,755,10255,23243.0
2016-04-14,424.27,5693.0,1.4482065553494126,525,11193,623,10134,24938.0
2016-04-15,425.59,4945.0,1.3982683982683983,525,11826,620,12235,27593.0
2016-04-16,430.05,3134.0,1.348330241187384,475,10829,612,9548,20857.0
2016-04-17,430.95,3417.0,1.348330241187384,477,10417,602,12536,19395.0
2016-04-18,428.62,5095.0,1.348330241187384,553,11423,765,15177,21989.0
2016-04-19,429.08,6229.0,1.3982683982683983,585,12042,785,12904,22642.0
2016-04-20,435.11,5375.0,1.4981447124304268,547,11862,716,9822,22973.0
2016-04-21,441.91,5594.0,1.6479591836734693,571,12124,718,13414,23282.0
2016-04-22,448.44,7506.0,1.598021026592455,578,11641,646,10170,24241.0
2016-04-23,447.37,4005.0,1.4482065553494126,492,9914,646,11744,25236.0
2016-04-24,451.34,4158.0,1.6479591836734693,483,9281,539,12724,30727.0
2016-04-25,459.43,5799.0,1.6479591836734693,519,10174,569,14601,28861.0
2016-04-26,462.29,5977.0,1.7478354978354977,533,11891,597,15089,26206.0
2016-04-27,465.64,5379.0,1.6978973407544835,539,11817,547,8079,28009.0
2016-04-28,449.52,5931.0,1.8976499690785404,500,10195,515,9811,26142.0
2016-04-29,448.45,4778.0,1.6978973407544835,462,9291,456,12544,26067.0
2016-04-30,454.02,3313.0,1.5480828695114408,461,8769,414,9771,22785.0
2016-05-01,449.95,3403.0,1.4981447124304268,458,9174,434,11224,22113.0
2016-05-02,450.76,43168.0,4.993815708101422,577,10515,576,15686,44092.0
2016-05-03,445.11,24458.0,2.946351267779839,532,9980,465,11884,34902.0
2016-05-04,449.21,11437.0,2.0974025974025974,482,9810,519,9702,28567.0
2016-05-05,447.35,14534.0,2.1972789115646254,533,9959,534,11831,27508.0
2016-05-06,449.21,9430.0,1.997526283240569,440,8961,487,12972,24738.0
2016-05-07,457.04,5232.0,1.7478354978354977,481,9047,452,8369,21334.0
2016-05-08,459.48,5194.0,1.7478354978354977,483,8839,465,11900,20478.0
2016-05-09,459.14,7784.0,1.797773654916512,497,9669,489,14728,23092.0
2016-05-10,460.46,7487.0,1.8976499690785404,556,10298,547,14124,23402.0
2016-05-11,453.25,12054.0,1.6978973407544835,532,10120,586,11846,21597.0
2016-05-12,452.83,11547.0,1.6978973407544835,459,9693,545,11606,22343.0
2016-05-13,454.16,5270.0,1.6479591836734693,506,9772,541,11521,23638.0
2016-05-14,456.0,7664.0,1.4482065553494126,446,9374,500,12268,19355.0
2016-05-15,456.43,8446.0,1.4482065553494126,423,9148,484,9834,19527.0
2016-05-16,458.46,8493.0,1.598021026592455,507,9641,469,27365,21419.0
2016-05-17,454.84,5504.0,1.598021026592455,511,10972,504,15647,21242.0
2016-05-18,454.47,6544.0,1.598021026592455,521,11420,565,17018,21130.0
2016-05-19,454.04,8401.0,1.6978973407544835,510,11136,568,13513,21055.0
2016-05-20,442.93,5039.0,1.598021026592455,503,10706,515,10439,21015.0
2016-05-21,443.0,3523.0,1.4482065553494126,519,9669,520,13562,18208.0
2016-05-22,443.52,3936.0,1.4482065553494126,476,9294,535,10960,20846.0
2016-05-23,440.85,5803.0,1.5480828695114408,564,11083,660,21155,25025.0
2016-05-24,444.24,5952.0,1.598021026592455,584,13770,692,16367,25558.0
2016-05-25,447.5,5042.0,1.598021026592455,567,12139,667,10784,25514.0
2016-05-26,450.46,5059.0,1.598021026592455,612,11740,660,13132,25096.0
2016-05-27,458.82,5222.0,1.6978973407544835,546,11019,613,17396,22418.0
2016-05-28,480.71,4205.0,1.997526283240569,520,10777,569,16095,20785.0
2016-05-29,519.5,3955.0,2.24721706864564,489,10547,538,14246,21179.0
2016-05-30,533.44,6682.0,2.24721706864564,582,11280,638,20250,23116.0
2016-05-31,536.13,8139.0,2.297155225726654,621,12284,581,18124,22168.0
2016-06-01,532.91,6356.0,2.0474644403215834,567,12932,643,17673,24322.0
2016-06-02,536.41,5496.0,1.797773654916512,576,11380,706,16377,25664.0
2016-06-03,541.83,5611.0,2.0974025974025974,552,10944,743,17554,25989.0
2016-06-04,568.92,3727.0,2.0474644403215834,534,10779,757,17359,22507.0
2016-06-05,574.1,6075.0,1.9475881261595547,461,11083,669,15098,24256.0
2016-06-06,577.44,5785.0,2.0974025974025974,551,11721,691,20057,25168.0
2016-06-07,584.11,5682.0,2.0474644403215834,692,13039,808,19717,25479.0
2016-06-08,578.53,5467.0,2.0474644403215834,562,13079,697,15108,25213.0
2016-06-09,580.91,5400.0,1.8477118119975262,570,12163,775,17816,23455.0
2016-06-10,577.38,4683.0,1.7478354978354977,502,12105,652,15631,23436.0
2016-06-11,580.7,3387.0,1.797773654916512,564,11449,670,13576,20546.0
2016-06-12,609.23,3840.0,2.696660482374768,563,13589,611,16325,25917.0
2016-06-13,666.1,6987.0,3.2459802102659245,671,15183,750,20515,27242.0
2016-06-14,695.99,6215.0,2.746598639455782,624,15209,769,14184,23970.0
2016-06-15,685.76,5908.0,2.3970315398886823,631,14905,695,18910,24561.0
2016-06-16,703.27,6558.0,3.0462275819418676,658,16068,760,20775,26795.0
2016-06-17,756.96,5700.0,2.9962894248608536,648,14729,718,21296,26724.0
2016-06-18,749.43,4728.0,2.646722325293754,542,13517,609,17319,20862.0
2016-06-19,758.16,4979.0,2.446969696969697,409,13051,441,16948,20799.0
2016-06-20,760.72,6795.0,2.5967841682127393,553,13955,551,24262,27198.0
2016-06-21,726.2,7290.0,2.8464749536178107,543,13166,556,26765,27064.0
2016-06-22,664.82,6206.0,2.496907854050711,545,13931,563,21251,25119.0
2016-06-23,615.0,6226.0,2.696660482374768,537,12838,626,25210,24183.0
2016-06-24,623.81,13814.0,3.8951762523191094,561,12979,657,24926,26403.0
2016-06-25,663.66,7895.0,2.646722325293754,474,11273,575,21563,20205.0
2016-06-26,659.88,3996.0,2.24721706864564,488,12293,594,18651,20500.0
2016-06-27,633.42,7592.0,2.3470933828076683,563,13163,892,21713,23913.0
2016-06-28,649.79,5939.0,2.24721706864564,512,13043,808,27986,23816.0
2016-06-29,644.97,6640.0,2.1972789115646254,624,12755,788,20187,23872.0
2016-06-30,641.99,5826.0,2.24721706864564,538,12040,856,23410,23132.0
2016-07-01,670.4,4739.0,2.0974025974025974,555,11434,777,22858,23027.0
2016-07-02,678.97,4065.0,1.9775510204081637,514,10461,910,23748,23595.0
2016-07-03,693.16,4181.0,2.0374768089053803,555,10982,1201,24172,20287.0
2016-07-04,665.83,5067.0,1.9775510204081637,431,11848,312,33721,21181.0
2016-07-05,675.93,5436.0,1.9775510204081637,435,11621,322,31037,22046.0
2016-07-06,670.73,5159.0,1.9775510204081637,422,12019,345,32555,23770.0
2016-07-07,668.43,5614.0,2.157328385899815,500,12844,334,36796,23909.0
2016-07-08,639.53,4961.0,2.0374768089053803,388,11232,327,43103,23469.0
2016-07-09,656.05,4403.0,2.756586270871985,390,11112,273,46384,25041.0
